domain,problem,problem_size,compiled,planner,run,n_steps,time,bytes,n_eval,n_expand,n_landmarks,correct_goal
Blocksworld,prob34,16,true,HAdd,2,64,38.1481613,7499032888,157434,39101,98,true
Blocksworld,prob34,16,true,HAdd,3,64,37.0970165,7499032888,157434,39101,98,true
Blocksworld,prob34,16,true,HAdd,4,64,38.5241285,7499032888,157434,39101,98,true
Blocksworld,prob34,16,true,LM_Count,1,-1,-1.0,24748829452,2097513,252832,98,false
Blocksworld,prob34,16,true,LM_Local-HAdd,1,-1,-1.0,36456885078,69623,13467,29,false
Blocksworld,prob34,16,true,LM_Local_Smart-HAdd,1,64,154.7903374,28518759411,157434,4890,29,true
Blocksworld,prob34,16,true,LM_Local_Smart-HAdd,2,64,146.3525745,29896328424,157434,4890,29,true
Blocksworld,prob34,16,true,LM_Local_Smart-HAdd,3,64,151.1289613,29896327256,157434,4890,29,true
Blocksworld,prob34,16,true,LM_Local_Smart-HAdd,4,64,146.7683689,28511295896,157434,4890,29,true
Blocksworld,prob35,17,false,GoalCount,1,-1,-1.0,94042809568,542307,167475,111,false
Blocksworld,prob35,17,false,HAdd,1,60,63.0101495,23749812264,130145,17890,111,true
Blocksworld,prob35,17,false,HAdd,2,60,63.4042021,23749812264,130145,17890,111,true
Blocksworld,prob35,17,false,HAdd,3,60,63.6646957,23749812264,130145,17890,111,true
Blocksworld,prob35,17,false,LM_Count,1,-1,-1.0,54221289248,356028,34882,111,false
Blocksworld,prob35,17,false,LM_Local-HAdd,1,-1,-1.0,67281989408,9647,855,33,false
Blocksworld,prob35,17,false,LM_Local_Smart-HAdd,1,-1,-1.0,71159807248,90667,11705,33,false
Blocksworld,prob35,17,true,GoalCount,1,-1,-1.0,42814225605,3643226,1123381,111,false
Blocksworld,prob35,17,true,HAdd,1,60,34.4524667,6506324619,125782,17349,111,true
Blocksworld,prob35,17,true,HAdd,2,60,31.4366235,6474273368,125782,17349,111,true
Blocksworld,prob35,17,true,HAdd,3,60,30.0594855,6474273368,125782,17349,111,true
Blocksworld,prob35,17,true,HAdd,4,60,31.065773,6474273368,125782,17349,111,true
Blocksworld,prob35,17,true,LM_Count,1,-1,-1.0,24693181100,2034954,224587,111,false
Blocksworld,prob35,17,true,LM_Local-HAdd,1,-1,-1.0,42598352662,91037,12136,33,false
Blocksworld,prob35,17,true,LM_Local_Smart-HAdd,1,-1,-1.0,48464776627,128604,17947,33,false
Blocksworld,prob36,17,false,GoalCount,1,-1,-1.0,110086765088,540548,208637,113,false
Blocksworld,prob36,17,false,HAdd,1,70,21.4973727,9681819816,49194,8435,113,true
Blocksworld,prob36,17,false,HAdd,2,70,22.6301127,9681819816,49194,8435,113,true
Blocksworld,prob36,17,false,HAdd,3,70,22.3997118,9681819816,49194,8435,113,true
Blocksworld,prob36,17,false,LM_Count,1,-1,-1.0,65959702824,386341,58816,113,false
Blocksworld,prob36,17,false,LM_Local-HAdd,1,-1,-1.0,75084390600,2513,208,33,false
Blocksworld,prob36,17,false,LM_Local_Smart-HAdd,1,68,143.7102845,55506736720,106694,5930,33,true
Blocksworld,prob36,17,false,LM_Local_Smart-HAdd,2,68,144.0163026,55432915888,106694,5930,33,true
Blocksworld,prob36,17,false,LM_Local_Smart-HAdd,3,-1,-1.0,71457438480,181139,11562,33,false
Blocksworld,prob36,17,true,GoalCount,1,-1,-1.0,53036195765,3864316,1437803,113,false
Blocksworld,prob36,17,true,HAdd,1,70,11.3626888,1404635523,28484,4803,113,true
Blocksworld,prob36,17,true,HAdd,2,70,6.8959468,1374355144,28484,4803,113,true
Blocksworld,prob36,17,true,HAdd,3,70,6.7585623,1374355144,28484,4803,113,true
Blocksworld,prob36,17,true,HAdd,4,70,6.8682251,1374355144,28484,4803,113,true
Blocksworld,prob36,17,true,LM_Count,1,-1,-1.0,25970069156,1826676,321989,113,false
Blocksworld,prob36,17,true,LM_Local-HAdd,1,70,117.9829809,25910818878,28484,191,33,true
Blocksworld,prob36,17,true,LM_Local-HAdd,2,70,98.8242943,23593799888,28484,36,33,true
Blocksworld,prob36,17,true,LM_Local-HAdd,3,70,102.7068182,24733193376,28484,27,33,true
Blocksworld,prob36,17,true,LM_Local-HAdd,4,70,119.2655781,29010081896,28484,210,33,true
Blocksworld,prob36,17,true,LM_Local_Smart-HAdd,1,-1,-1.0,40061922563,637612,87253,33,false
Blocksworld,prob37,18,false,GoalCount,1,-1,-1.0,111616096672,521196,199294,112,false
Blocksworld,prob37,18,false,HAdd,1,70,177.228383,75239053528,357829,58497,112,true
Blocksworld,prob37,18,false,HAdd,2,-1,-1.0,71032777464,349798,53751,112,false
Blocksworld,prob37,18,false,LM_Count,1,-1,-1.0,66773683568,397776,48920,112,false
Blocksworld,prob37,18,false,LM_Local-HAdd,1,-1,-1.0,76282132232,916,63,32,false
Blocksworld,prob37,18,false,LM_Local_Smart-HAdd,1,-1,-1.0,82328567704,384309,64115,32,false
Blocksworld,prob37,18,true,GoalCount,1,-1,-1.0,57555296349,3702457,1388213,112,false
Blocksworld,prob37,18,true,HAdd,1,70,118.2743805,21048649123,382051,61573,112,true
Blocksworld,prob37,18,true,HAdd,2,70,107.9512134,21013048616,382051,61573,112,true
Blocksworld,prob37,18,true,HAdd,3,70,105.3087151,21013048616,382051,61573,112,true
Blocksworld,prob37,18,true,HAdd,4,70,109.1368177,21013048616,382051,61573,112,true
Blocksworld,prob37,18,true,LM_Count,1,-1,-1.0,26374230988,2007142,252506,112,false
Blocksworld,prob37,18,true,LM_Local-HAdd,1,-1,-1.0,40144156662,21057,2796,32,false
Blocksworld,prob37,18,true,LM_Local_Smart-HAdd,1,-1,-1.0,44818096579,187196,29942,32,false
Blocksworld,prob38,18,false,GoalCount,1,-1,-1.0,111901216960,514508,199815,115,false
Blocksworld,prob38,18,false,HAdd,1,-1,-1.0,78938860584,352092,67243,115,false
Blocksworld,prob38,18,false,LM_Count,1,-1,-1.0,69094626376,418315,49002,115,false
Blocksworld,prob38,18,false,LM_Local-HAdd,1,-1,-1.0,78764496280,38015,7126,34,false
Blocksworld,prob38,18,false,LM_Local_Smart-HAdd,1,-1,-1.0,82977382808,297975,57638,34,false
